Unnamed: 0,Airline Name,Overall_Rating,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Value For Money,Recommended
269,Aer Lingus,1,Business,Economy Class,Dublin to Birmingham,Sep-22,1,1,1,1,1,1,no
270,Aer Lingus,1,Solo Leisure,Economy Class,Geneva to Dublin,Sep-22,1,5,1,1,1,1,no
271,Aer Lingus,4,Solo Leisure,Economy Class,Dublin to Washington,Sep-22,2,2,1,2,4,2,no
272,Aer Lingus,1,Couple Leisure,Economy Class,Toronto to Dublin,Sep-22,1,1,1,1,2,2,no
273,Aer Lingus,1,Couple Leisure,Business Class,Orlando to Rome via Dublin,Sep-22,,,1,,1,1,no
274,Aer Lingus,2,Solo Leisure,Economy Class,Dublin to Los Angeles,Sep-22,2,2,2,1,2,2,no
275,Aer Lingus,6,Family Leisure,Business Class,Dublin to New York JFK,Sep-22,4,4,3,3,4,4,yes
276,Aer Lingus,1,Solo Leisure,Economy Class,Paris to New York via Dublin,Sep-22,2,2,1,1,2,1,no
277,Aer Lingus,9,Family Leisure,Economy Class,Dublin to Washington Dulles,Jul-22,5,4,5,5,5,5,yes
278,Aer Lingus,1,Couple Leisure,Economy Class,San Francisco to Paris via Dublin,Sep-22,1,3,2,1,3,1,no
279,Aer Lingus,2,Solo Leisure,Economy Class,Dublin to Chicago,Aug-22,3,5,3,4,1,2,no
280,Aer Lingus,2,Solo Leisure,Economy Class,Gatwick to Dublin,Aug-22,3,3,3,1,1,2,no
281,Aer Lingus,1,Solo Leisure,Economy Class,Santiago de Compostela to Dublin,Aug-22,5,5,5,3,1,5,yes
282,Aer Lingus,2,Couple Leisure,Economy Class,Toronto to Dublin,May-22,1,1,2,1,3,2,no
283,Aer Lingus,6,Solo Leisure,Economy Class,Dublin to Chicago,Aug-22,3,3,3,2,1,2,no
284,Aer Lingus,1,Family Leisure,Economy Class,Chicago to Hamburg via Dublin,Aug-22,2,3,3,1,3,2,no
285,Aer Lingus,1,Family Leisure,Economy Class,Istanbul to Dublin,Aug-22,3,4,3,3,3,1,no
286,Aer Lingus,2,Couple Leisure,Economy Class,Seattle to Manchester via Dublin,Aug-22,1,1,1,1,1,1,no
287,Aer Lingus,1,Solo Leisure,Economy Class,Belfast to London,Jul-22,1,1,1,1,1,1,no
288,Aer Lingus,1,Family Leisure,Economy Class,Naples to Washington via Dublin,Aug-22,2,4,1,4,4,1,no
289,Aer Lingus,1,Solo Leisure,Economy Class,Dublin to Seattle,Aug-22,1,1,1,1,1,1,no
290,Aer Lingus,1,Couple Leisure,Economy Class,Chicago O'Hare to Amsterdam via Dublin,Aug-22,3,1,1,1,1,2,no
291,Aer Lingus,1,Family Leisure,Economy Class,Boston to Edinburgh via Dublin,Aug-22,,,1,,1,1,no
292,Aer Lingus,1,Couple Leisure,Economy Class,Los Angeles to Rome via Dublin,Aug-22,1,1,1,1,1,1,no
293,Aer Lingus,8,Solo Leisure,Economy Class,Cork to London,Aug-22,4,4,2,5,1,3,yes
294,Aero VIP,9,Solo Leisure,Economy Class,Cascais to Bragança,Apr-19,4,4,1,5,1,4,yes
295,Aero VIP,9,Solo Leisure,Economy Class,Bragança to Cascais,Apr-19,4,5,1,5,1,4,yes
296,Aero VIP,8,Couple Leisure,Economy Class,Funchal to Porto Santo,Jul-17,4,2,1,3,1,3,yes
297,Aerocaribbean,8,,Economy Class,,,,,1,,1,4,yes
298,Aerocaribbean,1,,,,,,,1,,1,,no
299,Aerocaribbean,1,,,,,,,1,,1,,no
300,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Thessaloniki to Havana via Moscow,Jan-23,,,1,,1,1,no
301,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Osaka to Dublin via Moscow,Jul-22,,,1,,1,1,no
302,Aeroflot Russian Airlines,5,Solo Leisure,Business Class,London to Moscow,Jan-22,5,2,4,2,5,2,no
303,Aeroflot Russian Airlines,1,Business,Economy Class,Vladivostok to Grozny ,Aug-21,5,5,5,5,1,5,yes
304,Aeroflot Russian Airlines,1,Business,Business Class,Larnaca to Moscow,Sep-21,4,5,4,5,4,4,yes
305,Aeroflot Russian Airlines,2,Business,Economy Class,Vienna to Moscow,Oct-20,2,3,3,2,1,2,no
306,Aeroflot Russian Airlines,5,Solo Leisure,Business Class,Moscow to Larnaca,Sep-21,3,3,3,3,1,3,yes
307,Aeroflot Russian Airlines,7,Business,Premium Economy,Moscow to Larnaca,Sep-21,1,4,4,3,4,4,yes
308,Aeroflot Russian Airlines,2,Family Leisure,Economy Class,Miami to Moscow,Aug-21,3,1,4,1,3,2,no
309,Aeroflot Russian Airlines,8,Solo Leisure,Premium Economy,Petropavlovsk-Kamchatsky to Moscow ,Aug-21,4,5,4,3,4,4,yes
310,Aeroflot Russian Airlines,4,Business,Economy Class,Moscow to London,Jul-21,3,4,4,1,2,2,no
311,Aeroflot Russian Airlines,1,Couple Leisure,Economy Class,Manchester to Tokyo via Moscow,Jul-20,,,1,,1,1,no
312,Aeroflot Russian Airlines,1,Business,Economy Class,Delhi to Copenhagen via Moscow,Apr-20,,,1,,1,1,no
313,Aeroflot Russian Airlines,1,Family Leisure,Economy Class,Riga to Dubai via Moscow,Mar-20,,,1,,1,1,no
314,Aeroflot Russian Airlines,1,Couple Leisure,Economy Class,Los Angeles to Antalya via Mosco,Dec-20,,,1,1,1,1,no
315,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Brussels to Bangkok via Moscow,Apr-20,,,1,,1,1,no
316,Aeroflot Russian Airlines,1,Couple Leisure,Economy Class,Rome to Tokyo via Moscow,Apr-20,,,1,,1,1,no
317,Aeroflot Russian Airlines,1,Solo Leisure,Business Class,London to Moscow,Oct-20,5,5,4,4,5,5,yes
318,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Hamburg to St. Petersburg,Apr-20,,,1,,1,2,no
319,Aeroflot Russian Airlines,9,Solo Leisure,Premium Economy,London to Moscow,Aug-20,2,5,5,5,5,5,yes
320,Aeroflot Russian Airlines,1,Business,Economy Class,Moscow to London,Aug-20,,,1,1,1,1,no
321,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Madrid to Bangkok via Moscow,Apr-20,,,1,,1,1,no
322,Aeroflot Russian Airlines,1,Family Leisure,Economy Class,Moscow to London,Aug-20,,,1,,1,5,yes
323,Aeroflot Russian Airlines,1,Couple Leisure,Economy Class,Hanoi to Dublin via Moscow,Apr-20,,,1,,1,1,no
324,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Vilnius to Tokyo via Moscow,Jan-20,3,1,3,1,3,3,no
325,Aeroflot Russian Airlines,1,Business,Business Class,Moscow to Bangkok,Apr-20,,,1,,1,1,no
326,Aeroflot Russian Airlines,8,Solo Leisure,Economy Class,Moscow to Hanoi,Sep-19,5,5,4,5,4,5,yes
327,Aeroflot Russian Airlines,2,Solo Leisure,Business Class,Moscow to St Petersburgh,Mar-20,3,4,1,1,3,1,no
328,Aeroflot Russian Airlines,2,Solo Leisure,Economy Class,New York to Tel Aviv via Moscow,Apr-19,1,1,1,1,2,1,no
329,Aeroflot Russian Airlines,2,Solo Leisure,Business Class,Hong Kong to Moscow,Nov-19,2,4,2,1,2,2,no
330,Aeroflot Russian Airlines,2,Solo Leisure,Economy Class,Athens to Moscow,Mar-20,1,2,1,2,1,1,no
331,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Lyon to Moscow via Delhi,Feb-20,5,5,5,5,5,5,yes
332,Aeroflot Russian Airlines,9,Solo Leisure,Economy Class,Bucharest to Moscow,Dec-19,4,5,4,4,1,5,yes
333,Aeroflot Russian Airlines,9,Solo Leisure,Economy Class,Ljubljana to Moscow ,Mar-20,5,5,5,4,1,4,yes
334,Aeroflot Russian Airlines,1,Family Leisure,Economy Class,London to Dubai via Moscow,Feb-20,5,5,5,5,5,5,yes
335,Aeroflot Russian Airlines,1,Family Leisure,Economy Class,Phuket to Oslo via Moscow,Jan-20,1,1,1,1,1,1,no
336,Aeroflot Russian Airlines,7,Solo Leisure,Economy Class,New York to Delhi via Moscow,Nov-19,4,4,2,5,1,5,yes
337,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Amsterdam to Hanoi via Moscow,Feb-20,3,2,2,1,2,3,no
338,Aeroflot Russian Airlines,2,Solo Leisure,Economy Class,Athens to Moscow,Jan-20,1,1,1,1,1,2,no
339,Aeroflot Russian Airlines,2,Solo Leisure,Economy Class,Irkutsk to Moscow svo,Jan-20,3,1,2,2,1,4,no
340,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Tel Aviv to Moscow,Jan-20,3,2,1,1,3,3,no
341,Aeroflot Russian Airlines,2,Solo Leisure,Economy Class,London to Hong Kong via Moscow,Jan-20,3,3,3,1,3,1,no
342,Aeroflot Russian Airlines,6,Solo Leisure,Economy Class,Moscow to Helsinki,Jan-20,3,4,2,3,1,4,yes
343,Aeroflot Russian Airlines,1,Couple Leisure,Economy Class,Ho Chi Minh to Amsterdam via Moscow,Jan-20,1,1,1,1,1,1,no
344,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Amsterdam to Hong Kong via Moscow,Dec-19,,,1,,1,1,no
345,Aeroflot Russian Airlines,9,Solo Leisure,Economy Class,Warsaw to Moscow ,Dec-19,4,5,4,4,1,3,yes
346,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Paris to Phuket via Moscow,Dec-19,5,5,5,4,5,5,yes
347,Aeroflot Russian Airlines,2,Family Leisure,Economy Class,Hanoi to Stockholm via Moscow,Jul-19,3,3,3,3,2,1,no
348,Aeroflot Russian Airlines,7,Solo Leisure,Economy Class,Warsaw to Moscow,Aug-19,3,4,3,2,1,4,yes
349,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Prague to Cairo via Moscow,Jun-19,5,5,4,5,1,5,yes
350,Aeroflot Russian Airlines,2,Solo Leisure,Economy Class,London to Seoul via Moscow,Oct-19,2,2,2,1,2,2,no
351,Aeroflot Russian Airlines,1,Family Leisure,Economy Class,Moscow to Los Angeles,Oct-19,,,1,,1,1,no
352,Aeroflot Russian Airlines,3,Business,Economy Class,Vienna to Moscow,Oct-19,4,4,1,1,1,2,no
353,Aeroflot Russian Airlines,1,Business,Business Class,Moscow SVO to Paris CDG,Oct-19,5,5,5,4,1,5,yes
354,Aeroflot Russian Airlines,6,Business,Premium Economy,New York to NurSultan via Moscow,Sep-19,3,3,3,3,3,4,yes
355,Aeroflot Russian Airlines,2,Family Leisure,Economy Class,St Petersburg to Moscow via New Delhi,Sep-19,1,1,1,2,1,1,no
356,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Ho Chi Minh City to Verona via Moscow,Sep-19,1,1,1,1,1,1,no
357,Aeroflot Russian Airlines,1,Business,Economy Class,Washington DC to Moscow,Sep-19,5,5,4,5,5,5,yes
358,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Seoul to Minsk via Moscow,Sep-19,5,5,5,5,5,5,yes
359,Aeroflot Russian Airlines,6,Couple Leisure,Economy Class,Barnaul to Vienna via Moscow,Sep-19,5,3,4,4,1,4,yes
360,Aeroflot Russian Airlines,2,Family Leisure,Economy Class,Moscow to Nalchik,Aug-19,3,4,3,1,1,1,no
361,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Los Angeles to Istanbul via Moscow,Sep-19,1,1,1,1,1,1,no
362,Aeroflot Russian Airlines,1,Couple Leisure,Economy Class,Vladivostok to Moscow,Sep-19,5,5,5,5,5,5,yes
363,Aeroflot Russian Airlines,3,Family Leisure,Economy Class,New York to Moscow,Sep-19,1,2,2,1,2,3,no
364,Aeroflot Russian Airlines,1,Family Leisure,Economy Class,Washington to Minsk via Moscow,Sep-19,1,1,1,1,1,1,no
365,Aeroflot Russian Airlines,8,Business,Economy Class,Kazan to Lisbon via Moscow,Aug-19,4,4,3,4,1,5,yes
366,Aeroflot Russian Airlines,9,Business,Economy Class,Moscow to Kazan,Aug-19,4,3,4,5,1,5,yes
367,Aeroflot Russian Airlines,8,Business,Economy Class,Lisbon to Moscow,Aug-19,4,3,5,4,1,5,yes
368,Aeroflot Russian Airlines,1,Couple Leisure,Economy Class,Oslo to Bangkok via Moscow,Aug-19,1,1,1,1,1,1,no
369,Aeroflot Russian Airlines,1,Solo Leisure,Business Class,Moscow to Athens,Aug-19,5,5,5,5,1,5,yes
370,Aeroflot Russian Airlines,1,Family Leisure,Economy Class,Madrid to Bangkok via Moscow,Aug-19,5,5,5,5,5,5,yes
371,Aeroflot Russian Airlines,3,Family Leisure,Economy Class,New York to Tel Aviv via Moscow,Jun-19,3,3,2,1,3,2,no
372,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,New York to Tel Aviv via Moscow,Jun-19,,,1,1,1,1,no
373,Aeroflot Russian Airlines,4,Solo Leisure,Economy Class,Madrid to Guangzhou via Moscow,Jul-19,3,2,3,1,3,3,no
374,Aeroflot Russian Airlines,9,Solo Leisure,Economy Class,Amsterdam to Simferopol via Moscow,Jul-19,4,4,5,3,1,4,yes
375,Aeroflot Russian Airlines,9,Solo Leisure,Economy Class,Bangkok to Moscow,Jul-19,5,5,5,5,4,5,yes
376,Aeroflot Russian Airlines,1,Family Leisure,Business Class,Berlin to Delhi via Moscow,Jun-19,4,4,2,1,3,1,no
377,Aeroflot Russian Airlines,3,Solo Leisure,Economy Class,Almaty to Copenhagen via Moscow,Jun-19,4,3,1,3,1,2,no
378,Aeroflot Russian Airlines,1,Family Leisure,Economy Class,Amsterdam to Phuket via Moscow,Jul-19,1,1,1,1,1,1,no
379,Aeroflot Russian Airlines,1,Family Leisure,Economy Class,New York to Istanbul via Moscow,Jun-19,2,3,2,1,4,2,no
380,Aeroflot Russian Airlines,8,Business,Economy Class,Belgrade to Delhi via Moscow ,Jun-19,4,5,5,5,2,5,yes
381,Aeroflot Russian Airlines,1,Family Leisure,Economy Class,Almaty to New York via Moscow,Jun-19,,,1,1,1,1,no
382,Aeroflot Russian Airlines,1,Business,Economy Class,Moscow to Los Angeles,Jun-19,,,1,1,1,1,no
383,Aeroflot Russian Airlines,1,Couple Leisure,Economy Class,Samara to New York via Moscow,Jun-19,2,2,2,1,2,1,no
384,Aeroflot Russian Airlines,2,Solo Leisure,Economy Class,Perm to New York via Moscow,Jun-19,3,3,4,1,4,2,no
385,Aeroflot Russian Airlines,2,Business,Economy Class,Minsk to Amsterdam via Moscow,May-19,4,4,3,1,2,1,no
386,Aeroflot Russian Airlines,1,Business,Economy Class,Moscow to Delhi,May-19,1,1,1,1,1,1,no
387,Aeroflot Russian Airlines,1,Business,Business Class,Lisbon to Hanoi via Moscow,May-19,3,3,1,1,1,2,no
388,Aeroflot Russian Airlines,9,Solo Leisure,Economy Class,Moscow to Los Angeles,May-19,3,5,3,5,3,5,yes
389,Aeroflot Russian Airlines,2,Solo Leisure,Economy Class,Shanghai to London via Moscow,Apr-19,2,2,3,2,4,2,no
390,Aeroflot Russian Airlines,1,Couple Leisure,Economy Class,Bangkok to Budapest via Moscow,May-19,,,1,,1,1,no
391,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Gatwick to St. Petersburg,May-19,1,1,1,1,1,1,no
392,Aeroflot Russian Airlines,3,Business,Economy Class,Amsterdam to Ulaanbaatar via Moscow SVO,Jan-19,2,3,2,1,1,3,no
393,Aeroflot Russian Airlines,1,Family Leisure,Economy Class,Stockholm to Tokyo via Moscow,Apr-19,5,5,3,5,3,5,yes
394,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Malé to Zurich via Moscow ,May-19,2,2,2,1,1,1,no
395,Aeroflot Russian Airlines,1,Family Leisure,Economy Class,Washington to Moscow via Tel Aviv,Apr-19,1,1,1,1,1,1,no
396,Aeroflot Russian Airlines,2,Solo Leisure,Economy Class,Hong Kong to Moscow,Apr-19,1,2,1,4,1,2,no
397,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Male to Moscow,Apr-19,1,1,1,1,2,2,no
398,Aeroflot Russian Airlines,3,Couple Leisure,Economy Class,Delhi to Moscow,Apr-19,3,3,1,3,1,3,no
399,Aeroflot Russian Airlines,1,Solo Leisure,Economy Class,Phuket to Amsterdam via Moscow,Mar-19,3,3,3,3,3,2,no
400,AeroItalia,2,Business,Economy Class,Milano to Olbia,Apr-23,1,3,1,1,1,1,no
401,Aerolineas Argentinas,2,Solo Leisure,Economy Class,Miami to Buenos Aires,Jul-23,1,1,1,1,1,1,no
402,Aerolineas Argentinas,2,Couple Leisure,Economy Class,Cordoba to Aeroparque,Jun-23,2,1,1,1,1,2,yes
403,Aerolineas Argentinas,6,Solo Leisure,Economy Class,Ushuaia to Buenos Aires,Mar-23,3,1,1,3,1,4,no
404,Aerolineas Argentinas,1,Solo Leisure,Economy Class,Buenos Aires to Brussels via Rome,Feb-23,,,1,,1,1,no
405,Aerolineas Argentinas,1,Couple Leisure,Business Class,Buenos Aires to Miami,Jan-23,1,1,1,1,2,1,no
406,Aerolineas Argentinas,1,Couple Leisure,Economy Class,Ushuaia to El Calafate,Dec-22,,,1,,1,1,no
407,Aerolineas Argentinas,2,Solo Leisure,Economy Class,Ushuaia to Buenos Aires,Dec-22,1,1,1,1,1,1,no
408,Aerolineas Argentinas,8,Family Leisure,Economy Class,Santa Cruz to Buenos Aires,Nov-22,4,5,3,5,1,5,yes
409,Aerolineas Argentinas,1,Solo Leisure,Economy Class,Bogota to Montevideo via Buenos Aires,Nov-22,3,4,3,1,1,1,no
410,Aerolineas Argentinas,7,Business,Economy Class,Buenos Aires to Salta,Aug-22,3,3,3,4,1,4,yes
411,Aerolineas Argentinas,1,Business,Business Class,Madrid to Buenos Aires,Mar-22,2,1,1,1,3,1,no
412,Aerolineas Argentinas,1,Business,Economy Class,Buenos Aires to San Juan Domingo Faustino,Feb-22,,,1,,1,1,no
413,Aerolineas Argentinas,1,Solo Leisure,Economy Class,Buenos Aires to Sao Paulo,Dec-21,4,4,4,1,1,3,no
414,Aerolineas Argentinas,1,Couple Leisure,Economy Class,Buenos Aires to Tucuman,Nov-21,1,1,1,1,1,1,no
415,Aerolineas Argentinas,1,Solo Leisure,Economy Class,Buenos Aires to El Calafate,Nov-20,,,1,,1,1,no
416,Aerolineas Argentinas,1,Solo Leisure,Economy Class,Iguazu to Barliloche via Buenos Aires,Apr-20,,,1,,1,1,no
417,Aerolineas Argentinas,1,Family Leisure,Business Class,Buenos Aires to New York,Mar-20,1,1,1,1,1,1,no
418,Aerolineas Argentinas,1,Couple Leisure,Economy Class,Buenos Aires to Mendoza,Nov-19,,,1,1,1,1,no
419,Aerolineas Argentinas,1,Solo Leisure,Economy Class,Santiago to Buenos Aires,Sep-19,5,5,4,5,1,5,yes
420,Aerolineas Argentinas,1,Couple Leisure,Economy Class,Cordoba to Buenos Aires ,Jul-19,2,1,1,1,1,1,no
421,Aerolineas Argentinas,1,Family Leisure,Economy Class,New York to Buenos Aires,Jun-19,,,1,,1,1,no
422,Aerolineas Argentinas,1,Solo Leisure,Economy Class,Buenos Aires to Rio de Janeiro,Jun-19,1,5,2,1,1,1,no
423,Aerolineas Argentinas,7,Couple Leisure,Economy Class,Buenos Aires to El Calafate,Apr-19,5,5,3,5,4,2,yes
424,Aerolineas Argentinas,8,Solo Leisure,Economy Class,Cordoba to Buenos Aires,Dec-18,4,5,1,4,1,5,yes
425,Aerolineas Argentinas,2,Couple Leisure,Premium Economy,Rio De Janeiro to Bariloche via Buenos Aires,May-19,2,1,1,1,1,1,no
426,Aerolineas Argentinas,1,Family Leisure,Economy Class,Puerto Iguazú to Buenos Aires ,Mar-19,1,1,1,1,1,1,no
427,Aerolineas Argentinas,6,Family Leisure,Economy Class,El Calafate to Puerto Iguazú via Buenos Aires ,Feb-19,4,4,2,3,3,3,yes
428,Aerolineas Argentinas,4,Family Leisure,Economy Class,Buenos Aires to Rio de Janeiro,Jan-19,1,2,3,1,1,3,no
429,Aerolineas Argentinas,1,Couple Leisure,Economy Class,Buenos Aires to Rio Grande,Nov-18,1,1,1,1,1,1,no
430,Aerolineas Argentinas,1,Couple Leisure,Economy Class,Montevideo to Buenos Aires,Nov-18,1,3,1,1,1,1,no
431,Aerolineas Argentinas,1,Couple Leisure,Economy Class,El Calafate to Ushuaia,Oct-18,4,3,1,1,1,1,no
432,Aerolineas Argentinas,1,Business,Economy Class,San Luis to Buenos Aires,May-18,3,,1,1,1,1,no
433,Aerolineas Argentinas,8,Couple Leisure,Economy Class,Asuncion to Aeroparque Buenos Aires,Mar-18,3,4,4,4,1,3,yes
434,Aerolineas Argentinas,7,Solo Leisure,Economy Class,Ushuaia to Puerto Iguazu via Cordoba,Mar-18,4,3,2,4,2,3,yes
435,Aerolineas Argentinas,1,Couple Leisure,Economy Class,Buenos Aires to Iguazu,Feb-18,1,1,1,1,1,1,no
436,Aerolineas Argentinas,1,Solo Leisure,Economy Class,Buenos Aires to El Calfate,Dec-17,1,1,1,1,1,1,no
437,Aerolineas Argentinas,1,Family Leisure,Economy Class,Buenos Aires to new York,Oct-17,2,1,2,1,2,1,no
438,Aerolineas Argentinas,9,Solo Leisure,Economy Class,Buenos Aires to Puerto Iguazu,Nov-17,5,4,4,5,4,4,yes
439,Aerolineas Argentinas,9,Couple Leisure,Business Class,Miami to Buenos Aires,Nov-17,3,5,5,5,5,5,yes
440,Aerolineas Argentinas,9,Family Leisure,Economy Class,Zurich to Buenos Aires via Rio de Janeiro,Oct-17,4,4,3,4,3,4,yes
441,Aerolineas Argentinas,8,Couple Leisure,Economy Class,Mendoza to Aeroparque,Sep-17,4,4,2,4,1,4,yes
442,Aerolineas Argentinas,8,Couple Leisure,Economy Class,Aeroparque to Puerto Iguazu,Aug-17,4,4,2,4,1,4,yes
443,Aerolineas Argentinas,3,Business,Business Class,Buenos Aires to Miami,Aug-17,1,1,2,3,2,2,no
444,Aerolineas Argentinas,1,Business,Economy Class,Cordoba to El Calafate via Buenos Aires,Aug-17,2,3,1,1,1,1,no
445,Aerolineas Argentinas,2,Solo Leisure,Economy Class,Buenos Aires to Iguazu,Apr-17,1,1,1,2,1,1,no
446,Aerolineas Argentinas,7,Solo Leisure,Business Class,New York JFK to Salta via EZE,Mar-17,4,4,1,3,5,5,yes
447,Aerolineas Argentinas,9,Couple Leisure,Business Class,Buenos Aires to Rio de Janeiro,Mar-16,4,4,4,3,1,5,yes
448,Aerolineas Argentinas,1,Couple Leisure,Economy Class,El Calafate to Buenos Aires,Feb-17,1,3,5,1,1,1,no
449,Aerolineas Argentinas,6,Business,Business Class,Buenos Aires to London via Rome,Feb-17,3,4,3,4,4,4,yes
450,Aerolineas Argentinas,1,Family Leisure,Economy Class,Buenos Aires to Ushuaia via Trelew,Jan-17,1,1,1,1,1,1,no
451,Aerolineas Argentinas,9,Business,Economy Class,AEP to SCL,Jan-17,4,4,4,3,1,4,yes
452,Aerolineas Argentinas,8,Solo Leisure,Premium Economy,AEP to MDQ,Dec-16,5,5,2,4,1,3,yes
453,Aerolineas Argentinas,1,Couple Leisure,Economy Class,EZE to USH,Dec-16,1,1,1,1,1,1,no
454,Aerolineas Argentinas,3,Family Leisure,Economy Class,EZE to FLN,Dec-16,3,2,2,1,1,3,no
455,Aerolineas Argentinas,6,Solo Leisure,Economy Class,BUE to USH,Dec-16,4,4,2,4,1,3,yes
456,Aerolineas Argentinas,4,Solo Leisure,Economy Class,GIG to JFK via AEP / EZE,Dec-16,1,1,1,5,5,2,no
457,Aerolineas Argentinas,1,Solo Leisure,Economy Class,SCL to JFK via EZE,Nov-16,1,1,2,1,2,4,no
458,Aerolineas Argentinas,3,Business,Economy Class,JFK to GRU via EZE,Aug-16,1,2,2,3,3,1,no
459,Aerolineas Argentinas,2,Couple Leisure,Premium Economy,IGR to AEP,Jun-16,3,4,1,1,1,2,no
460,Aerolineas Argentinas,4,Solo Leisure,Economy Class,AEP to SCL,May-16,3,1,1,3,1,4,no
461,Aerolineas Argentinas,7,Business,Economy Class,ROS to AEP,Apr-16,3,4,3,4,3,4,yes
462,Aerolineas Argentinas,7,Family Leisure,Business Class,EZE to BOG,Mar-16,3,4,3,2,3,4,yes
463,Aerolineas Argentinas,5,Family Leisure,Economy Class,IGR to AEP,May-15,3,5,4,2,1,3,no
464,Aerolineas Argentinas,9,Solo Leisure,Economy Class,REL to EZE,Jan-16,5,5,5,5,1,5,yes
465,Aerolineas Argentinas,9,Solo Leisure,Economy Class,EZE to MIA,Nov-15,4,5,4,5,3,4,yes
466,Aerolineas Argentinas,3,Business,Business Class,ROS to BCN via EZE,Dec-15,2,3,1,3,1,1,no
467,Aerolineas Argentinas,9,Family Leisure,Economy Class,AEP to Iguazu,Oct-15,4,5,5,5,1,4,yes
468,Aerolineas Argentinas,7,Business,Economy Class,AEP to MDQ,Nov-15,4,5,3,2,3,4,yes
469,Aerolineas Argentinas,1,Business,Economy Class,Rosario to Buenos Aires via Cordoba,Aug-15,1,1,1,1,1,1,no
470,Aerolineas Argentinas,5,Solo Leisure,Economy Class,Buenos Aires to Miami,Jul-15,1,5,2,5,5,3,yes
471,Aerolineas Argentinas,2,Business,Business Class,FCO to EZE,Jul-15,3,3,1,2,1,2,no
472,Aerolineas Argentinas,7,,Economy Class,,,4,4,4,,4,4,yes
473,Aerolineas Argentinas,9,,Economy Class,,,4,5,3,,0,4,yes
474,Aerolineas Argentinas,3,,Economy Class,,,1,2,3,,1,2,no
475,Aerolineas Argentinas,5,,Business Class,,,5,5,4,,3,5,yes
476,Aerolineas Argentinas,1,,Business Class,,,5,5,5,,4,5,yes
477,Aerolineas Argentinas,1,,Economy Class,,,1,1,2,,3,2,no
478,Aerolineas Argentinas,1,,Economy Class,,,3,1,2,,3,1,no
479,Aerolineas Argentinas,8,,Business Class,,,4,5,5,,4,5,yes
480,Aerolineas Argentinas,1,,Economy Class,,,3,5,4,,1,4,yes
481,Aerolineas Argentinas,n,,Economy Class,,,1,1,2,,4,1,no
482,Aerolineas Argentinas,8,,Premium Economy,,,5,5,3,,0,3,yes
483,Aerolineas Argentinas,8,,Economy Class,,,4,4,4,,1,5,yes
484,Aerolineas Argentinas,7,,Business Class,,,3,4,3,,3,4,yes
485,Aerolineas Argentinas,7,,Business Class,,,3,5,3,,4,4,yes
486,Aerolineas Argentinas,2,,Economy Class,,,2,1,2,,1,2,no
487,Aerolineas Argentinas,1,,Economy Class,,,4,5,5,,4,5,yes
488,Aerolineas Argentinas,7,,Economy Class,,,4,4,3,,0,3,yes
489,Aerolineas Argentinas,3,,Business Class,,,3,3,1,,3,3,no
490,Aerolineas Argentinas,1,,Premium Economy,,,5,5,5,,5,5,yes
491,Aerolineas Argentinas,2,,Economy Class,,,2,1,2,,1,2,no
492,Aerolineas Argentinas,8,,Economy Class,,,3,4,0,,0,4,yes
493,Aerolineas Argentinas,n,,Economy Class,,,4,2,3,,1,2,no
494,Aerolineas Argentinas,8,,Economy Class,,,5,5,5,,5,5,yes
495,Aerolineas Argentinas,3,,Economy Class,,,2,1,2,,0,2,no
496,Aerolineas Argentinas,8,,Economy Class,,,4,3,3,,4,4,yes
497,Aerolineas Argentinas,1,,Economy Class,,,3,2,2,,1,1,no
498,Aerolineas Argentinas,3,,Economy Class,,,3,3,2,,2,2,no
499,Aerolineas Argentinas,n,,Economy Class,,,4,0,3,,1,1,no
500,Aerolineas Argentinas,8,,Economy Class,,,4,4,2,,4,4,yes
501,Aeromar,1,Couple Leisure,Economy Class,Guadalajara to Puerto Vallarta,Oct-19,1,1,3,1,1,1,no
502,Aeromar,2,Couple Leisure,Economy Class,Puerto Vallarta to Guadalajara,Sep-19,2,1,1,1,1,1,no
503,Aeromar,1,Family Leisure,First Class,Puerto Escondido to Mexico City,Oct-18,3,3,3,3,1,3,no
